OBJECTID,Province/Territory,Project name,Total project capacity (MW),Turbine identifier,Turbine number in project,Turbine rated capacity (kW),Rotor diameter (m),Hub height (m),Manufacturer,Model,Commissioning date,Latitude,Longitude,Notes
225,Alberta,Chin Chute,30,CHC20,20/20,1500,77,65,GE,GE 1.5SLE,2006,49,67469018,-112,2985647,
226,Alberta,Soderglen,70,5,SOD1,1/47,1500,77,65,GE,GE 1.5SLE,2006,49,53832041,-113,5170803,
227,Alberta,Soderglen,70,5,SOD2,2/47,1500,77,65,GE,GE 1.5SLE,2006,49,53638439,-113,5188621,
228,Alberta,Soderglen,70,5,SOD3,3/47,1500,77,65,GE,GE 1.5SLE,2006,49,53501395,-113,5200168,
229,Alberta,Soderglen,70,5,SOD4,4/47,1500,77,65,GE,GE 1.5SLE,2006,49,53341944,-113,5213714,
230,Alberta,Soderglen,70,5,SOD5,5/47,1500,77,65,GE,GE 1.5SLE,2006,49,53188155,-113,5229121,
231,Alberta,Soderglen,70,5,SOD6,6/47,1500,77,65,GE,GE 1.5SLE,2006,49,53133751,-113,5068552,
232,Alberta,Soderglen,70,5,SOD7,7/47,1500,77,65,GE,GE 1.5SLE,2006,49,52997495,-113,5089249,
233,Alberta,Soderglen,70,5,SOD8,8/47,1500,77,65,GE,GE 1.5SLE,2006,49,52821007,-113,5106921,
234,Alberta,Soderglen,70,5,SOD9,9/47,1500,77,65,GE,GE 1.5SLE,2006,49,52680552,-113,5122388,
235,Alberta,Soderglen,70,5,SOD10,10/47,1500,77,65,GE,GE 1.5SLE,2006,49,53298708,-113,4871724,
236,Alberta,Soderglen,70,5,SOD11,11/47,1500,77,65,GE,GE 1.5SLE,2006,49,53185193,-113,4849676,
237,Alberta,Soderglen,70,5,SOD12,12/47,1500,77,65,GE,GE 1.5SLE,2006,49,53051662,-113,4859199,
238,Alberta,Soderglen,70,5,SOD13,13/47,1500,77,65,GE,GE 1.5SLE,2006,49,52921212,-113,4865579,
239,Alberta,Soderglen,70,5,SOD14,14/47,1500,77,65,GE,GE 1.5SLE,2006,49,52804632,-113,4876954,
240,Alberta,Soderglen,70,5,SOD15,15/47,1500,77,65,GE,GE 1.5SLE,2006,49,52593692,-113,4879432,
241,Alberta,Soderglen,70,5,SOD16,16/47,1500,77,65,GE,GE 1.5SLE,2006,49,52410494,-113,4900595,
242,Alberta,Soderglen,70,5,SOD17,17/47,1500,77,65,GE,GE 1.5SLE,2006,49,52129382,-113,4855394,
243,Alberta,Soderglen,70,5,SOD18,18/47,1500,77,65,GE,GE 1.5SLE,2006,49,52024613,-113,4863065,
244,Alberta,Soderglen,70,5,SOD19,19/47,1500,77,65,GE,GE 1.5SLE,2006,49,51846743,-113,4874562,
245,Alberta,Soderglen,70,5,SOD20,20/47,1500,77,65,GE,GE 1.5SLE,2006,49,51645906,-113,4886062,
246,Alberta,Soderglen,70,5,SOD21,21/47,1500,77,65,GE,GE 1.5SLE,2006,49,5146699,-113,4896526,
247,Alberta,Soderglen,70,5,SOD22,22/47,1500,77,65,GE,GE 1.5SLE,2006,49,51324098,-113,4922316,
248,Alberta,Soderglen,70,5,SOD23,23/47,1500,77,65,GE,GE 1.5SLE,2006,49,51163659,-113,4944162,
249,Alberta,Soderglen,70,5,SOD24,24/47,1500,77,65,GE,GE 1.5SLE,2006,49,51024679,-113,4934743,
250,Alberta,Soderglen,70,5,SOD25,25/47,1500,77,65,GE,GE 1.5SLE,2006,49,50130105,-113,5008725,
251,Alberta,Soderglen,70,5,SOD26,26/47,1500,77,65,GE,GE 1.5SLE,2006,49,4996177,-113,5014353,
252,Alberta,Soderglen,70,5,SOD27,27/47,1500,77,65,GE,GE 1.5SLE,2006,49,49808693,-113,5022102,
253,Alberta,Soderglen,70,5,SOD28,28/47,1500,77,65,GE,GE 1.5SLE,2006,49,49645902,-113,5027473,
254,Alberta,Soderglen,70,5,SOD29,29/47,1500,77,65,GE,GE 1.5SLE,2006,49,50469218,-113,523482,
255,Alberta,Soderglen,70,5,SOD30,30/47,1500,77,65,GE,GE 1.5SLE,2006,49,50251442,-113,5231145,
256,Alberta,Soderglen,70,5,SOD31,31/47,1500,77,65,GE,GE 1.5SLE,2006,49,50197964,-113,5208499,
257,Alberta,Soderglen,70,5,SOD32,32/47,1500,77,65,GE,GE 1.5SLE,2006,49,50075057,-113,5180937,
258,Alberta,Soderglen,70,5,SOD33,33/47,1500,77,65,GE,GE 1.5SLE,2006,49,49990533,-113,5164817,
259,Alberta,Soderglen,70,5,SOD34,34/47,1500,77,65,GE,GE 1.5SLE,2006,49,49902303,-113,5145583,
260,Alberta,Soderglen,70,5,SOD35,35/47,1500,77,65,GE,GE 1.5SLE,2006,49,49771661,-113,5135284,
261,Alberta,Soderglen,70,5,SOD36,36/47,1500,77,65,GE,GE 1.5SLE,2006,49,49641317,-113,5127311,
262,Alberta,Soderglen,70,5,SOD37,37/47,1500,77,65,GE,GE 1.5SLE,2006,49,49512838,-113,5122626,
263,Alberta,Soderglen,70,5,SOD38,38/47,1500,77,65,GE,GE 1.5SLE,2006,49,49368526,-113,5116047,
264,Alberta,Soderglen,70,5,SOD39,39/47,1500,77,65,GE,GE 1.5SLE,2006,49,49230504,-113,5114217,
265,Alberta,Soderglen,70,5,SOD40,40/47,1500,77,65,GE,GE 1.5SLE,2006,49,49097617,-113,5101226,
266,Alberta,Soderglen,70,5,SOD41,41/47,1500,77,65,GE,GE 1.5SLE,2006,49,48975142,-113,5090225,
267,Alberta,Soderglen,70,5,SOD42,42/47,1500,77,65,GE,GE 1.5SLE,2006,49,48860558,-113,5087384,
268,Alberta,Soderglen,70,5,SOD43,43/47,1500,77,65,GE,GE 1.5SLE,2006,49,48749838,-113,5079426,
269,Alberta,Soderglen,70,5,SOD44,44/47,1500,77,65,GE,GE 1.5SLE,2006,49,49142685,-113,523326,
270,Alberta,Soderglen,70,5,SOD45,45/47,1500,77,65,GE,GE 1.5SLE,2006,49,49021527,-113,521952,
271,Alberta,Soderglen,70,5,SOD46,46/47,1500,77,65,GE,GE 1.5SLE,2006,49,48800369,-113,5219157,
272,Alberta,Soderglen,70,5,SOD47,47/47,1500,77,65,GE,GE 1.5SLE,2006,49,48774785,-113,519612,
273,Alberta,Oldman River,49,6,OMR1,1/22,1800,80,60,Vestas,V80/1800,2007,49,56577058,-113,8275565,
274,Alberta,Oldman River,49,6,OMR2,2/22,1800,80,60,Vestas,V80/1800,2007,49,56228079,-113,8270695,
275,Alberta,Blue Trail,66,BLT1,1/22,3000,90,80,Vestas,V90/3000,2009,49,66819513,-113,4893891,
276,Alberta,Blue Trail,66,BLT2,2/22,3000,90,80,Vestas,V90/3000,2009,49,66635978,-113,4855413,
277,Alberta,Blue Trail,66,BLT3,3/22,3000,90,80,Vestas,V90/3000,2009,49,66431094,-113,4817239,
278,Alberta,Blue Trail,66,BLT4,4/22,3000,90,80,Vestas,V90/3000,2009,49,66237866,-113,4778065,
279,Alberta,Blue Trail,66,BLT5,5/22,3000,90,80,Vestas,V90/3000,2009,49,65479424,-113,4647662,
280,Alberta,Blue Trail,66,BLT6,6/22,3000,90,80,Vestas,V90/3000,2009,49,65295037,-113,4616088,
281,Alberta,Blue Trail,66,BLT7,7/22,3000,90,80,Vestas,V90/3000,2009,49,65109904,-113,4583379,
282,Alberta,Blue Trail,66,BLT8,8/22,3000,90,80,Vestas,V90/3000,2009,49,64756824,-113,4524237,
283,Alberta,Blue Trail,66,BLT9,9/22,3000,90,80,Vestas,V90/3000,2009,49,64539665,-113,4490797,
284,Alberta,Blue Trail,66,BLT10,10/22,3000,90,80,Vestas,V90/3000,2009,49,64321789,-113,4451965,
285,Alberta,Blue Trail,66,BLT11,11/22,3000,90,80,Vestas,V90/3000,2009,49,64168959,-113,4424248,
286,Alberta,Blue Trail,66,BLT12,12/22,3000,90,80,Vestas,V90/3000,2009,49,65682478,-113,4413419,
287,Alberta,Blue Trail,66,BLT13,13/22,3000,90,80,Vestas,V90/3000,2009,49,65543355,-113,4382114,
288,Alberta,Blue Trail,66,BLT14,14/22,3000,90,80,Vestas,V90/3000,2009,49,65395615,-113,4351789,
289,Alberta,Blue Trail,66,BLT15,15/22,3000,90,80,Vestas,V90/3000,2009,49,65270686,-113,4315715,
290,Alberta,Blue Trail,66,BLT16,16/22,3000,90,80,Vestas,V90/3000,2009,49,65118961,-113,4281797,
291,Alberta,Blue Trail,66,BLT17,17/22,3000,90,80,Vestas,V90/3000,2009,49,64990133,-113,4244664,
292,Alberta,Blue Trail,66,BLT18,18/22,3000,90,80,Vestas,V90/3000,2009,49,65612756,-113,5208493,
293,Alberta,Blue Trail,66,BLT19,19/22,3000,90,80,Vestas,V90/3000,2009,49,65443692,-113,5174713,
294,Alberta,Blue Trail,66,BLT20,20/22,3000,90,80,Vestas,V90/3000,2009,49,6528225,-113,5145156,
295,Alberta,Blue Trail,66,BLT21,21/22,3000,90,80,Vestas,V90/3000,2009,49,65078418,-113,5111666,
296,Alberta,Blue Trail,66,BLT22,22/22,3000,90,80,Vestas,V90/3000,2009,49,64922682,-113,5080966,
297,Alberta,Ardenville Wind Farm,69,AWF1,1/23,3000,90,80,Vestas,V90/3000,2010,49,54878031,-113,4393053,
298,Alberta,Ardenville Wind Farm,69,AWF2,2/23,3000,90,80,Vestas,V90/3000,2010,49,546239,-113,441041,
299,Alberta,Ardenville Wind Farm,69,AWF3,3/23,3000,90,80,Vestas,V90/3000,2010,49,552287,-113,425995,
300,Alberta,Ardenville Wind Farm,69,AWF4,4/23,3000,90,80,Vestas,V90/3000,2010,49,549909,-113,427444,
301,Alberta,Ardenville Wind Farm,69,AWF5,5/23,3000,90,80,Vestas,V90/3000,2010,49,54755732,-113,4298324,
302,Alberta,Ardenville Wind Farm,69,AWF6,6/23,3000,90,80,Vestas,V90/3000,2010,49,54479301,-113,4315617,
303,Alberta,Ardenville Wind Farm,69,AWF7,7/23,3000,90,80,Vestas,V90/3000,2010,49,54245365,-113,4330335,
304,Alberta,Ardenville Wind Farm,69,AWF8,8/23,3000,90,80,Vestas,V90/3000,2010,49,5400082,-113,4378916,
305,Alberta,Ardenville Wind Farm,69,AWF9,9/23,3000,90,80,Vestas,V90/3000,2010,49,53749359,-113,4391376,
306,Alberta,Ardenville Wind Farm,69,AWF10,10/23,3000,90,80,Vestas,V90/3000,2010,49,53524162,-113,4404298,
307,Alberta,Ardenville Wind Farm,69,AWF11,11/23,3000,90,80,Vestas,V90/3000,2010,49,53301937,-113,4369758,
308,Alberta,Ardenville Wind Farm,69,AWF12,12/23,3000,90,80,Vestas,V90/3000,2010,49,5306507,-113,438482,
309,Alberta,Ardenville Wind Farm,69,AWF13,13/23,3000,90,80,Vestas,V90/3000,2010,49,53200237,-113,413737,
310,Alberta,Ardenville Wind Farm,69,AWF14,14/23,3000,90,80,Vestas,V90/3000,2010,49,53464928,-113,4202096,
311,Alberta,Ardenville Wind Farm,69,AWF15,15/23,3000,90,80,Vestas,V90/3000,2010,49,56622253,-113,4213533,
312,Alberta,Ardenville Wind Farm,69,AWF16,16/23,3000,90,80,Vestas,V90/3000,2010,49,56827981,-113,4275224,
313,Alberta,Ardenville Wind Farm,69,AWF17,17/23,3000,90,80,Vestas,V90/3000,2010,49,57049458,-113,4326422,
314,Alberta,Ardenville Wind Farm,69,AWF18,18/23,3000,90,80,Vestas,V90/3000,2010,49,57151049,-113,4461836,
315,Alberta,Ardenville Wind Farm,69,AWF19,19/23,3000,90,80,Vestas,V90/3000,2010,49,56501197,-113,446057,
316,Alberta,Ardenville Wind Farm,69,AWF20,20/23,3000,90,80,Vestas,V90/3000,2010,49,56270944,-113,4465054,
317,Alberta,Ardenville Wind Farm,69,AWF21,21/23,3000,90,80,Vestas,V90/3000,2010,49,5897,-113,4239238,
318,Alberta,Ardenville Wind Farm,69,AWF22,22/23,3000,90,80,Vestas,V90/3000,2010,49,58821926,-113,4183977,
319,Alberta,Ardenville Wind Farm,69,AWF23,23/23,3000,90,80,Vestas,V90/3000,2010,49,58547629,-113,4163813,
320,Alberta,Ghost Pine Wind Farm,81,6,GPW1,1/51,1600,100,80,GE,GE 1.6-100,2010,51,93443188,-113,4329339,
321,Alberta,Ghost Pine Wind Farm,81,6,GPW2,2/51,1600,100,80,GE,GE 1.6-100,2010,51,93085417,-113,432623,
322,Alberta,Ghost Pine Wind Farm,81,6,GPW3,3/51,1600,100,80,GE,GE 1.6-100,2010,51,92800684,-113,4325309,
323,Alberta,Ghost Pine Wind Farm,81,6,GPW4,4/51,1600,100,80,GE,GE 1.6-100,2010,51,92474284,-113,4326618,
324,Alberta,Ghost Pine Wind Farm,81,6,GPW5,5/51,1600,100,80,GE,GE 1.6-100,2010,51,92191234,-113,4356359,
325,Alberta,Ghost Pine Wind Farm,81,6,GPW6,6/51,1600,100,80,GE,GE 1.6-100,2010,51,91857334,-113,4382833,
326,Alberta,Ghost Pine Wind Farm,81,6,GPW7,7/51,1600,100,80,GE,GE 1.6-100,2010,51,93393948,-113,4030236,
327,Alberta,Ghost Pine Wind Farm,81,6,GPW8,8/51,1600,100,80,GE,GE 1.6-100,2010,51,92993686,-113,4029101,
328,Alberta,Ghost Pine Wind Farm,81,6,GPW9,9/51,1600,100,80,GE,GE 1.6-100,2010,51,92715369,-113,4022516,
329,Alberta,Ghost Pine Wind Farm,81,6,GPW10,10/51,1600,100,80,GE,GE 1.6-100,2010,51,92355598,-113,3999512,
330,Alberta,Ghost Pine Wind Farm,81,6,GPW11,11/51,1600,100,80,GE,GE 1.6-100,2010,51,92072699,-113,400114,
331,Alberta,Ghost Pine Wind Farm,81,6,GPW12,12/51,1600,100,80,GE,GE 1.6-100,2010,51,91751193,-113,3971547,
332,Alberta,Ghost Pine Wind Farm,81,6,GPW13,13/51,1600,100,80,GE,GE 1.6-100,2010,51,95001115,-113,3227968,
333,Alberta,Ghost Pine Wind Farm,81,6,GPW14,14/51,1600,100,80,GE,GE 1.6-100,2010,51,94579101,-113,3271367,
334,Alberta,Ghost Pine Wind Farm,81,6,GPW15,15/51,1600,100,80,GE,GE 1.6-100,2010,51,94589849,-113,3157632,
335,Alberta,Ghost Pine Wind Farm,81,6,GPW16,16/51,1600,100,80,GE,GE 1.6-100,2010,51,95327233,-113,31837,
336,Alberta,Ghost Pine Wind Farm,81,6,GPW17,17/51,1600,100,80,GE,GE 1.6-100,2010,51,93138264,-113,3216881,
337,Alberta,Ghost Pine Wind Farm,81,6,GPW18,18/51,1600,100,80,GE,GE 1.6-100,2010,51,92668251,-113,3216951,
338,Alberta,Ghost Pine Wind Farm,81,6,GPW19,19/51,1600,100,80,GE,GE 1.6-100,2010,51,92211328,-113,3229353,
339,Alberta,Ghost Pine Wind Farm,81,6,GPW20,20/51,1600,100,80,GE,GE 1.6-100,2010,51,92233435,-113,3320876,
340,Alberta,Ghost Pine Wind Farm,81,6,GPW21,21/51,1600,100,80,GE,GE 1.6-100,2010,51,89488628,-113,3734961,
341,Alberta,Ghost Pine Wind Farm,81,6,GPW22,22/51,1600,100,80,GE,GE 1.6-100,2010,51,8987579,-113,3651028,
342,Alberta,Ghost Pine Wind Farm,81,6,GPW23,23/51,1600,100,80,GE,GE 1.6-100,2010,51,90227597,-113,3611426,
343,Alberta,Ghost Pine Wind Farm,81,6,GPW24,24/51,1600,100,80,GE,GE 1.6-100,2010,51,90495976,-113,3556123,
344,Alberta,Ghost Pine Wind Farm,81,6,GPW25,25/51,1600,100,80,GE,GE 1.6-100,2010,51,9070047,-113,3395665,
345,Alberta,Ghost Pine Wind Farm,81,6,GPW26,26/51,1600,100,80,GE,GE 1.6-100,2010,51,90608544,-113,3273277,
346,Alberta,Ghost Pine Wind Farm,81,6,GPW27,27/51,1600,100,80,GE,GE 1.6-100,2010,51,8852977,-113,3231907,
347,Alberta,Ghost Pine Wind Farm,81,6,GPW28,28/51,1600,100,80,GE,GE 1.6-100,2010,51,87941145,-113,3255196,
348,Alberta,Ghost Pine Wind Farm,81,6,GPW29,29/51,1600,100,80,GE,GE 1.6-100,2010,51,87982943,-113,3161232,
349,Alberta,Ghost Pine Wind Farm,81,6,GPW30,30/51,1600,100,80,GE,GE 1.6-100,2010,51,8751331,-113,3233012,
350,Alberta,Ghost Pine Wind Farm,81,6,GPW31,31/51,1600,100,80,GE,GE 1.6-100,2010,51,87596102,-113,3159964,
351,Alberta,Ghost Pine Wind Farm,81,6,GPW32,32/51,1600,100,80,GE,GE 1.6-100,2010,51,87248432,-113,3182609,
352,Alberta,Ghost Pine Wind Farm,81,6,GPW33,33/51,1600,100,80,GE,GE 1.6-100,2010,51,87015867,-113,3159583,
353,Alberta,Ghost Pine Wind Farm,81,6,GPW34,34/51,1600,100,80,GE,GE 1.6-100,2010,51,86922527,-113,3074003,
354,Alberta,Ghost Pine Wind Farm,81,6,GPW35,35/51,1600,100,80,GE,GE 1.6-100,2010,51,87265373,-113,301528,
355,Alberta,Ghost Pine Wind Farm,81,6,GPW36,36/51,1600,100,80,GE,GE 1.6-100,2010,51,8731756,-113,3883366,
356,Alberta,Ghost Pine Wind Farm,81,6,GPW37,37/51,1600,100,80,GE,GE 1.6-100,2010,51,8701636,-113,3921771,
357,Alberta,Ghost Pine Wind Farm,81,6,GPW38,38/51,1600,100,80,GE,GE 1.6-100,2010,51,86900041,-113,3846033,
358,Alberta,Ghost Pine Wind Farm,81,6,GPW39,39/51,1600,100,80,GE,GE 1.6-100,2010,51,86633645,-113,3936219,
359,Alberta,Ghost Pine Wind Farm,81,6,GPW40,40/51,1600,100,80,GE,GE 1.6-100,2010,51,86284306,-113,3993153,
360,Alberta,Ghost Pine Wind Farm,81,6,GPW41,41/51,1600,100,80,GE,GE 1.6-100,2010,51,85966152,-113,3937989,
361,Alberta,Ghost Pine Wind Farm,81,6,GPW42,42/51,1600,100,80,GE,GE 1.6-100,2010,51,85929312,-113,3873264,
362,Alberta,Ghost Pine Wind Farm,81,6,GPW43,43/51,1600,100,80,GE,GE 1.6-100,2010,51,86355024,-113,3894798,
363,Alberta,Ghost Pine Wind Farm,81,6,GPW44,44/51,1600,100,80,GE,GE 1.6-100,2010,51,89749642,-113,4391517,
364,Alberta,Ghost Pine Wind Farm,81,6,GPW45,45/51,1600,100,80,GE,GE 1.6-100,2010,51,89410762,-113,4387839,
365,Alberta,Ghost Pine Wind Farm,81,6,GPW46,46/51,1600,100,80,GE,GE 1.6-100,2010,51,89060625,-113,4447546,
366,Alberta,Ghost Pine Wind Farm,81,6,GPW47,47/51,1600,100,80,GE,GE 1.6-100,2010,51,89059769,-113,4344353,
367,Alberta,Ghost Pine Wind Farm,81,6,GPW48,48/51,1600,100,80,GE,GE 1.6-100,2010,51,85487631,-113,2824323,
368,Alberta,Ghost Pine Wind Farm,81,6,GPW49,49/51,1600,100,80,GE,GE 1.6-100,2010,51,85472693,-113,2990242,
369,Alberta,Ghost Pine Wind Farm,81,6,GPW50,50/51,1600,100,80,GE,GE 1.6-100,2010,51,86086593,-113,3037866,
370,Alberta,Ghost Pine Wind Farm,81,6,GPW51,51/51,1600,100,80,GE,GE 1.6-100,2010,51,85879631,-113,2841135,
371,Alberta,Summerview,136,2,SVW40,40/61,3000,90,80,Vestas,V90/3000,2010,49,63926139,-113,7882104,
372,Alberta,Summerview,136,2,SVW41,41/61,3000,90,80,Vestas,V90/3000,2010,49,63709523,-113,7859604,
373,Alberta,Summerview,136,2,SVW42,42/61,3000,90,80,Vestas,V90/3000,2010,49,63520053,-113,7839031,
374,Alberta,Summerview,136,2,SVW43,43/61,3000,90,80,Vestas,V90/3000,2010,49,63288789,-113,7814786,
375,Alberta,Summerview,136,2,SVW44,44/61,3000,90,80,Vestas,V90/3000,2010,49,60271691,-113,756681,
376,Alberta,Summerview,136,2,SVW45,45/61,3000,90,80,Vestas,V90/3000,2010,49,6005662,-113,7540979,
377,Alberta,Summerview,136,2,SVW46,46/61,3000,90,80,Vestas,V90/3000,2010,49,59874187,-113,7525161,
378,Alberta,Summerview,136,2,SVW47,47/61,3000,90,80,Vestas,V90/3000,2010,49,5919423,-113,759196,
379,Alberta,Summerview,136,2,SVW48,48/61,3000,90,80,Vestas,V90/3000,2010,49,59014615,-113,7569011,
380,Alberta,Summerview,136,2,SVW49,49/61,3000,90,80,Vestas,V90/3000,2010,49,58830562,-113,7541066,
381,Alberta,Summerview,136,2,SVW50,50/61,3000,90,80,Vestas,V90/3000,2010,49,58618486,-113,7514951,
382,Alberta,Summerview,136,2,SVW51,51/61,3000,90,80,Vestas,V90/3000,2010,49,59575313,-113,7477254,
383,Alberta,Summerview,136,2,SVW52,52/61,3000,90,80,Vestas,V90/3000,2010,49,59384573,-113,7455404,
384,Alberta,Summerview,136,2,SVW53,53/61,3000,90,80,Vestas,V90/3000,2010,49,59165765,-113,7430749,
385,Alberta,Summerview,136,2,SVW54,54/61,3000,90,80,Vestas,V90/3000,2010,49,58961172,-113,7408402,
386,Alberta,Summerview,136,2,SVW55,55/61,3000,90,80,Vestas,V90/3000,2010,49,58775314,-113,7386908,
387,Alberta,Summerview,136,2,SVW56,56/61,3000,90,80,Vestas,V90/3000,2010,49,58547173,-113,7362557,
388,Alberta,Summerview,136,2,SVW57,57/61,3000,90,80,Vestas,V90/3000,2010,49,58324148,-113,7337461,
389,Alberta,Summerview,136,2,SVW58,58/61,3000,90,80,Vestas,V90/3000,2010,49,60958924,-113,7373087,
390,Alberta,Summerview,136,2,SVW59,59/61,3000,90,80,Vestas,V90/3000,2010,49,60713813,-113,7363538,
391,Alberta,Summerview,136,2,SVW60,60/61,3000,90,80,Vestas,V90/3000,2010,49,60471191,-113,7352427,
392,Alberta,Summerview,136,2,SVW61,61/61,3000,90,80,Vestas,V90/3000,2010,49,60220552,-113,7343169,
393,Alberta,Taber Wind Farm,85,1,TWF1,1/37,2300,71,85,Enercon,E-70/2300,2010,49,74097488,-111,9676032,
394,Alberta,Taber Wind Farm,85,1,TWF2,2/37,2300,71,85,Enercon,E-70/2300,2010,49,73977925,-111,9622535,
395,Alberta,Taber Wind Farm,85,1,TWF3,3/37,2300,71,85,Enercon,E-70/2300,2010,49,73870189,-111,95708,
396,Alberta,Taber Wind Farm,85,1,TWF4,4/37,2300,71,85,Enercon,E-70/2300,2010,49,74114883,-111,9481365,
397,Alberta,Taber Wind Farm,85,1,TWF5,5/37,2300,71,85,Enercon,E-70/2300,2010,49,73934174,-111,9439443,
398,Alberta,Taber Wind Farm,85,1,TWF6,6/37,2300,71,85,Enercon,E-70/2300,2010,49,73821594,-111,9399288,
399,Alberta,Taber Wind Farm,85,1,TWF7,7/37,2300,71,85,Enercon,E-70/2300,2010,49,73678956,-111,935798,
400,Alberta,Taber Wind Farm,85,1,TWF8,8/37,2300,71,85,Enercon,E-70/2300,2010,49,73444705,-111,9324798,
401,Alberta,Taber Wind Farm,85,1,TWF9,9/37,2300,71,85,Enercon,E-70/2300,2010,49,71681137,-111,9674972,
402,Alberta,Taber Wind Farm,85,1,TWF10,10/37,2300,71,85,Enercon,E-70/2300,2010,49,7142328,-111,9604564,
403,Alberta,Taber Wind Farm,85,1,TWF11,11/37,2300,71,85,Enercon,E-70/2300,2010,49,72642307,-111,9517124,
404,Alberta,Taber Wind Farm,85,1,TWF12,12/37,2300,71,85,Enercon,E-70/2300,2010,49,72563621,-111,9481397,
405,Alberta,Taber Wind Farm,85,1,TWF13,13/37,2300,71,85,Enercon,E-70/2300,2010,49,72370052,-111,9450919,
406,Alberta,Taber Wind Farm,85,1,TWF14,14/37,2300,71,85,Enercon,E-70/2300,2010,49,72218766,-111,9414335,
407,Alberta,Taber Wind Farm,85,1,TWF15,15/37,2300,71,85,Enercon,E-70/2300,2010,49,72086089,-111,9381546,
408,Alberta,Taber Wind Farm,85,1,TWF16,16/37,2300,71,85,Enercon,E-70/2300,2010,49,72003272,-111,9340485,
409,Alberta,Taber Wind Farm,85,1,TWF17,17/37,2300,71,85,Enercon,E-70/2300,2010,49,71914006,-111,9300477,
410,Alberta,Taber Wind Farm,85,1,TWF18,18/37,2300,71,85,Enercon,E-70/2300,2010,49,71790192,-111,9263625,
411,Alberta,Taber Wind Farm,85,1,TWF19,19/37,2300,71,85,Enercon,E-70/2300,2010,49,71760185,-111,9208698,
412,Alberta,Taber Wind Farm,85,1,TWF20,20/37,2300,71,85,Enercon,E-70/2300,2010,49,71667182,-111,9158587,
413,Alberta,Taber Wind Farm,85,1,TWF21,21/37,2300,71,85,Enercon,E-70/2300,2010,49,71560353,-111,9117919,
414,Alberta,Taber Wind Farm,85,1,TWF22,22/37,2300,71,85,Enercon,E-70/2300,2010,49,71505036,-111,907991,
415,Alberta,Taber Wind Farm,85,1,TWF23,23/37,2300,71,85,Enercon,E-70/2300,2010,49,71413611,-111,904061,
416,Alberta,Taber Wind Farm,85,1,TWF24,24/37,2300,71,85,Enercon,E-70/2300,2010,49,70887625,-111,9143603,
417,Alberta,Taber Wind Farm,85,1,TWF25,25/37,2300,71,85,Enercon,E-70/2300,2010,49,70740172,-111,9104302,
418,Alberta,Taber Wind Farm,85,1,TWF26,26/37,2300,71,85,Enercon,E-70/2300,2010,49,7062644,-111,9071801,
419,Alberta,Taber Wind Farm,85,1,TWF27,27/37,2300,71,85,Enercon,E-70/2300,2010,49,69736332,-111,952618,
420,Alberta,Taber Wind Farm,85,1,TWF28,28/37,2300,71,85,Enercon,E-70/2300,2010,49,69550338,-111,9484652,
421,Alberta,Taber Wind Farm,85,1,TWF29,29/37,2300,71,85,Enercon,E-70/2300,2010,49,69363143,-111,9431346,
422,Alberta,Taber Wind Farm,85,1,TWF30,30/37,2300,71,85,Enercon,E-70/2300,2010,49,69164808,-111,9375692,
423,Alberta,Taber Wind Farm,85,1,TWF31,31/37,2300,71,85,Enercon,E-70/2300,2010,49,69020105,-111,9325023,
424,Alberta,Taber Wind Farm,85,1,TWF32,32/37,2300,71,85,Enercon,E-70/2300,2010,49,68822325,-111,9271667,
425,Alberta,Taber Wind Farm,85,1,TWF33,33/37,2300,71,85,Enercon,E-70/2300,2010,49,68643701,-111,9219565,
426,Alberta,Taber Wind Farm,85,1,TWF34,34/37,2300,71,85,Enercon,E-70/2300,2010,49,68451229,-111,9165687,
427,Alberta,Taber Wind Farm,85,1,TWF35,35/37,2300,71,85,Enercon,E-70/2300,2010,49,6828455,-111,912078,
428,Alberta,Taber Wind Farm,85,1,TWF36,36/37,2300,71,85,Enercon,E-70/2300,2010,49,68132995,-111,9078509,
429,Alberta,Taber Wind Farm,85,1,TWF37,37/37,2300,71,85,Enercon,E-70/2300,2010,49,67778634,-111,9030351,
430,Alberta,Wintering Hills,88,WIH1,1/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,25499175,-112,6203059,
431,Alberta,Wintering Hills,88,WIH2,2/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,25351492,-112,6174355,
432,Alberta,Wintering Hills,88,WIH3,3/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,25203278,-112,6121816,
433,Alberta,Wintering Hills,88,WIH4,4/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,24921529,-112,5876278,
434,Alberta,Wintering Hills,88,WIH5,5/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,24504154,-112,5731155,
435,Alberta,Wintering Hills,88,WIH6,6/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,25739872,-112,5679465,
436,Alberta,Wintering Hills,88,WIH7,7/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,25532586,-112,5555883,
437,Alberta,Wintering Hills,88,WIH8,8/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,24860857,-112,5509862,
438,Alberta,Wintering Hills,88,WIH9,9/55,1600,82,5,80,GE,GE 1.6XLE,2011,51,25114261,-112,5498607,
